Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion,Item,Troquel/Reg.Med ,Drog.Present,Fabricante,Rubro,Cantidad,Precio Unitario,Imp.Bonif,Bonif,Descuento,Importe Cobertura,Importe Afiliado
,,,,,,,,,,,DIABESIL     500 MG COMP X 30,7792183000306,METFORMINA  500 ,GADOR,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOCAM 2   MG COMP X 60,7792183001754,CLONAZEPAM  2    ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLOCOX  90 MG COMP REC X 30,7795338003313,ETORICOXIB  90 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLOCOX 120 MG COMP REC X 10,7795338013268,ETORICOXIB 120 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLTEN 20 MG COMP X 20,7791824111715,KETOROLAC 20 MG ,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DUXETIN 60 MG CAPS X 28,7792183488500,DULOXETINA 60 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ELIFER 600 MG COMP X 30,7791909336545,GABAPENTIN 600 MG ,CASASCO,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EPIDUO FTE  GEL X 30 G,3499320007528,ADAPALENO+BENZOIL,GALDERMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EVACARE GYNO CAPS X 1,7796285286811,FLUCONAZOL 150 MG ,ELEA,ESP. ,1,"6.196,88","0,00","0,00","0,00","6.196,88","0,00"
,,,,,,,,,,,EWE VASELINA LIQ 180 X 1000ML,7797811099080,VASELINA LIQUIDA ,SANITAS,ALCOH-,1,"16.574,52","0,00","0,00","0,00","16.574,52","0,00"
,,,,,,,,,,,FRENALER CORT COMP X 10,7795345120386,DESLORATADINA+BET,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FRENALER CORT JBE  X 60 ML,7795345120393,DESLORATADINA+BET,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GESLUTIN 200 MG CAPS X 30,7792219911743,PROGESTERONA 200 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRAC FEM COMP X 10,7795381001656,IBUPROFENO+HOMAT,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRAC PLUS MAX COMP X 10,7795381411578,IBUPROFENO+CAFEIN,PFIZER,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRETAS JR COMP MAST X 20,7795381411134,IBUPROFENO 200 MG ,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IRAZEM 10 MG COMP X 30,7795345012131,ARIPIPRAZOL 10 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ISIS MINI    COMP X 28,7798129415272,DROSPIRENONA+ETIN,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IVESTRON 40 MG CAPS X 28,7798006302923,OMEPRAZOL 40 MG ,FECOFAR,ESP. ,1,"19.343,95","0,00","0,00","0,00","19.343,95","0,00"
,,,,,,,,,,,KEMOTER 100 MG COMP X 30,7796285054298,QUETIAPINA 100 MG ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOSACOR 100 MG COMP X 30,7795345011738,LOSARTAN 100  MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MILCANOR  500 MG COMP X 30,7791909307941,DIOSMINA+HESPERIDI,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MILCANOR  500 MG COMP X 60,7791909307958,DIOSMINA+HESPERIDI,CASASCO,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MILCANOR 1000 MG COMP X 30,7791909307972,DIOSMINA+HESPERIDI,CASASCO,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MUCOLITIC      JBE X 150 ML,7795345123653,CARBOXIMETILCISTEI,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MUPAX CR        X 15 G,7795347970958,MUPIROCINA 2 G% ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEOBITIOL ROLL ON   X  60 ML,7794428012372,NEOMICINA+ASOC. ,FORTBENTON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEURYL GTS X 20 ML,7790375251444,CLONAZEPAM  2.5  ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NOCTE 10 MG COMP SUBL.X 30,7790375000240,ZOLPIDEM 10    MG     ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NULIPAR LP 0.375MG COMP X 10,7795338011738,PRAMIPEXOL 0.375 ,BALIARDA,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OMECAP 90 CAPS BLAND X 30,7792183002775,ACIDOS GRASOS ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OPTAMOX DUO 1 G COMP X14,7795345011844,AMOXICILINA+CLAVU,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OSIRIS SOL OFT X 10 ML,7796285276522,"SODIO, ",ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OSTELIN ACD SOL X 20 ML,7795345013671,VIT.A+C+D GTS 20 ML,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OXA GEL PLUS GEL X 50 G,7795328053885,"DICLOFENAC, SODICO ",BETA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OXAGESIC FORTE COMP X 15,7795328053601,DICLOFENAC ,BETA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SPRAY X  40 ML,7791848055262,CLORHEXIDINA ,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PIECIDEX CR    X 20 G,7798140250425,TERBINAFINA      ,GENOMMA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PSICOASTEN 40 MG COMP X 30,7795328058286,PAROXETINA 40   MG     ,BETA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RELPAX 40 MG COMP X 6,7795381002035,ELETRIPTAN 40 MG ,ASPEN PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REOVEX 10 MG COMP     X 30,7795338016382,ROSUVASTATINA 10 ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SALBUTRAL AER X 250 DS,7795373012288,SALBUTAMOL ,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SINLIP 40 MG COMP X 30,7792183002256,ROSUVASTATINA 40 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SOLIFEN 10 MG COMP X 30,7791909196323,SOLIFENACINA 10 MG ,CASASCO,ESP. ,4,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SUPRADYN PRONA COMP X 30,7793640679905,VIT.+MINERALES ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,T4-MONTPELLIER 100 COMP X  50,7795378001324,LEVOTIROXINA 100 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TIOCTAN 600 MG COMP X 30,7791763001139,TIOCTICO AC 600 MG ,MEGALABS ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRAVATAN SOL OFT X 2.5 ML,7795306423150,TRAVOPROST 0.04 ,NOVARTIS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRYPTALGIN 10 MG COMP X 30,7792234892379,AMITRIPTILINA 10 MG ,CRAVERI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRYPTANOL 25 MG COMP X  30,7790375003272,AMITRIPTILINA 25 MG ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VITALIX GTS X 20 ML,7795345012544,HIERRO ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,XALACOM GTS OFT X 2.5 ML,6091403222209,LATANOPROST+TIMO,ASPEN PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03725406,FACTURA DE COMPRA POS,,"$ 46.037,10",26/12/2025,26/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DACTILUS 10 MG COMP X 28,5000456063647,DAPAGLIFLOZINA 10 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03725388,FACTURA DE COMPRA POS,,"$ 151.469,43",26/12/2025,26/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALLEGRA        SUSP X150,7798389330148,FEXOFENADINA ,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALMADOR CB CAPS X 30,7791171001394,TRAMADOL  50 MG ,FINADIET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALMADOR PLUS    COMP X 30,7791171000335,TRAMADOL+PARACET,FINADIET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DILATREND 25    MG COMP X 30,7798129413582,CARVEDILOL 25    MG ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PANCLO B12 COMP X 20,7798050061524,DICLOFENAC+VIT.,DENVER FARMA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL 1 G  COMP X 50,7798140251118,PARACETAMOL 1000 ,GENOMMA ,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TOTAL-MAGNESIANO VITAL P CM30,7795337906929,MAGNESIO+ASOC. ,TEMIS-LOSTALO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ESOMEPRAZOL RICHET 40MG CPX28,7795336000062,ESOMEPRAZOL 40 MG ,RICHET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726065,FACTURA DE COMPRA POS,,"$ 77.295,79",27/12/2025,27/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,RACORVAL 3D 160/10/12.5 CMX30,7795345124919,VALSARTAN+HIDROC,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-037269066,FACTURA DE COMPRA POS,,"$ 48.162,38",27/12/2025,27/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ONDANSETRON.RICHET  8MG CMX10,7795336291279,ONDANSETRON  8 MG ,RICHET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726064,FACTURA DE COMPRA POS,,"$ 4.694,08",27/12/2025,06/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BIFERDIL SH REFLEJ MZANI X200,7791001001211,null,BIFERDIL,PER.MASIVA,1,"3.890,66","0,00","0,00","0,00","3.890,66","0,00"
,0131-03726115,FACTURA DE COMPRA POS,,"$ 42.827,95",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BAGO B1 B6 B12 10000 AMP X 6,7790375000080,VIT.B COMPLEJO ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726711,FACTURA DE COMPRA POS,,"$ 136.898,73",29/12/2025,29/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BISOLVON PED JBE X 125ML,3664798040630,BROMHEXINA 4 ,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ENA CREATINA MICRON NEUX300GR,7792981010026,CREATINA  100 G% ,EMPRESA ,NUTRICION/,4,"26.446,55","0,00","0,00","0,00","105.786,20","0,00"
,,,,,,,,,,,HISTADICASONE COMP X 10,7795338016931,DESLORATADINA+BET,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MELATOL 3 MG  COMP RAN X 30,7791984999550,MELATONINA 3 MG ,MILLET (LAB),ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REACH HILO ESENCIAL X100M,7891010501105,null,JOHNSON&JOH,DENTALES,2,"3.696,30","0,00","0,00","0,00","7.392,60","0,00"
,0131-03726710,FACTURA DE COMPRA POS,,"$ 799.031,67",29/12/2025,29/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ACTRON PED 4% SUSP X 180 ML,7793640992004,IBUPROFENO  40 ,BAYER ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ANTITROM  15 MG COMP X 30,7795347901129,RIVAROXABAN 15   ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ARTRODAR GLUCO CAPS X 60,7795371000041,DIACEREINA+GLUCOS,TRB-PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALADRYL   CR  X  70 G,7796285274092,CALAMINA+DIFENHID,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CICAPLAST LABIOS POMO  X7.5ML,30106659,null,LA ROCHE-,PER.LINEAS,1,"26.532,90","0,00","0,00","0,00","26.532,90","0,00"
,,,,,,,,,,,CLONAGIN 0.5 MG COMP X 30,7795338001425,CLONAZEPAM  0.5  ,BALIARDA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DECIDEX CTO GRIP COMP X 20,7795345002798,PARACETAMOL+CLOR,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DEXOGASTEC 60 MG CAPS X 30,7792175010443,DEXLANSOPRAZOL 60 ,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DRAMAMINE COMP X 12,7790010003353,DIMENHIDRINATO 50 ,KENVUE ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EUCERIN ELAST FILLER DIA X 50,4005900324016,null,EUCERIN,PER.LINEAS,1,"77.729,38","0,00","0,00","0,00","77.729,38","0,00"
,,,,,,,,,,,FLUMETOL NF OFTENO SUSP X 5ML,0736085417036,FLUOROMETOLONA ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FOXETIN  20 MG COMP X 60,7792183486636,FLUOXETINA 20 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FOXETIN 10 MG  COMP X 30,7792183486933,FLUOXETINA 10 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FREVIA 160/4.5 MCG X 120 DS,7795302303708,BUDESONIDE+FORMO,ASTRAZENECA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GOTABIOTIC F COLIR X 5 ML,7795368001136,TOBRAMICINA+DEXA,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEPATALGINA GTS X 120 ML,7796285286897,CYNARA+BOLDO+ASO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEXALER CORT  COMP X 10,7798129414930,DESLORATADINA+BET,SIEGFRIED,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HIPOLIPOL 10 MG COMP X 30,7791909352217,ROSUVASTATINA 10 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HUGGIES TOHU OLEO        X 80,7794626011085,null,KIMBERLY ,PER.MASIVA,2,"7.840,41","0,00","0,00","0,00","15.680,82","0,00"
,,,,,,,,,,,HYPERSOL  SPRAY NASAL X 25 ML,7795373011830,SODIO CLORURO  3    ,CASSARA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRAC 600MG CAPS BLAND X10,7795381001250,IBUPROFENO 600 MG ,PFIZER,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LETONDAL COMP X 10,7791171001530,AMBROXOL+PARACET,FINADIET,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LEVOTIROXINA GSK 100MCG CMX50,7798365531101,LEVOTIROXINA 100 ,GLAXOSMITHKLI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MYLANTA LIMON     CM MAST X24,7796285275440,FAMOTIDINA+CALCIO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SOL   X  60 CC,7791848054166,CLORHEXIDINA ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLAC OUT GEL X 60 G,7792175007054,CLORHEXIDINA  0.12 ,BERNABO (LAB),ESP.,1,"7.707,89","0,00","0,00","0,00","7.707,89","0,00"
,,,,,,,,,,,REDOXON 2 G COMP EF X 30 LIM,7793640047629,VIT.C 2000 MG COMP ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RINO-B NEBU GTS X 20 ML,7796285291990,BUDESONIDE   0.1 G% ,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SIMULTAN  80 MG COMP X 30,7795347954484,VALSARTAN  80 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SUP.FECOF.GLICERINA  INF X 10,7798006300516,GLICERINA  SUP 10,FECOFAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRAMAL GTS X 20 ML,7795372460226,TRAMADOL 100 ,VANNIER-,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRIMEGTANTE CR X 15 G,7798167580239,FLUOCINOLONA+HID,OXAPHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VEGANIS LECHE CORRET CAL X500,7798216220048,null,GULL WING S.,PER.MASIVA,2,"8.532,00","0,00","0,00","0,00","17.064,00","0,00"
,,,,,,,,,,,VERRUKID PED GEL LIQ X 10G,7795373001916,SALICILICO AC 15  % ,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,XICLOVIR 800 COMP X 20,7795347000846,ACICLOVIR 800 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726738,FACTURA DE COMPRA POS,,"$ 92.646,39",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ENA CREATINA MICRON NEUX300GR,7792981010026,CREATINA  100 G% ,EMPRESA ,NUTRICION/,2,"26.446,55","0,00","0,00","0,00","52.893,10","0,00"
,,,,,,,,,,,UNESIA UNG X 20 G,650240011351,BIFONAZOL 1 G% ,GENOMMA ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VITAMIN WAY CIT MAGNE CAPSX60,7798008296879,MAGNESIO+ASOC. ,PHARMAMERICA,NUTRICION/,2,"13.554,74","0,00","0,00","0,00","27.109,48","0,00"
,0131-03726737,FACTURA DE COMPRA POS,,"$ 1.195.837,64",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALPERTAN D 160/12.5MG CM X 28,7798084685222,VALSARTAN+HIDROC,ADIUM,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ALUMPAK DES BARRA X 42 G,7798129417771,TRICLOROCARBANILI,SIEGFRIED,ESP.,1,"9.702,03","0,00","0,00","0,00","9.702,03","0,00"
,,,,,,,,,,,ATENOLOL GADOR  25MG COMP X60,7792183488005,ATENOLOL  25 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BIFERDIL SH ANTI AMARILL X295,7791001010732,null,BIFERDIL,PER.MASIVA,2,"6.364,88","0,00","0,00","0,00","12.729,76","0,00"
,,,,,,,,,,,CALLEXE  500MG COMP X 30,7791909101204,LEVETIRACETAM  500 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLONAGIN 0.25MG COMP X 60,7795338013787,CLONAZEPAM  0.25 ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLONAGIN 2   MG COMP X 60,7795338001456,CLONAZEPAM  2    ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CORONET PEINE ANTIPEDIC PLAST,7791914550035,null,SEISEME,ACC.MASIVOS,2,"3.338,17","0,00","0,00","0,00","6.676,34","0,00"
,,,,,,,,,,,COROSAN D  80/12.5MG COMP X30,7791848280909,VALSARTAN+HIDROC,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DBI AP METFORMINA 850 CM X 60,7795378002246,METFORMINA  850 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIASIP VAIN BOT. 4 X 200 ML,8716900580772,PROTEINAS+GRASAS+,NUTRICIA-BAGO,NUTRICION/,1,"43.982,84","0,00","0,00","0,00","43.982,84","0,00"
,,,,,,,,,,,DICLOGESIC PLUS B12 COMP X 10,7795371459115,DICLOFENAC ,TRB-PHARMA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DICLOGESIC PLUS B12 COMP X 20,7795371459122,DICLOFENAC ,TRB-PHARMA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIPEMINA  500 MG COMP X 30,7795347971139,DIOSMINA+HESPERIDI,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIUREX 25   MG COMP X 30,7790375251567,HIDROCLOROTIAZIDA ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FEMOREL MAX    COMP X 1+30,7796285052676,IBANDRONICO AC.,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEPATALGINA GTS X  45 ML,7796285286903,CYNARA+BOLDO+ASO,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HIPOLIPOL 10 MG COMP X 30,7791909352217,ROSUVASTATINA 10 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRAC 600MG CAPS BLAND X10,7795381001250,IBUPROFENO 600 MG ,PFIZER,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,JANUMET 50/ 500MG COMP X 28,7797991150168,SITAGLIPTINA+METF,MSD ARG SR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LIXIDOL 100 MG GTS  X 20ML,7791909390677,TRAMADOL 100 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOUTEN EMULS X 2.5 ML,7795368002942,LATANOPROST 50 ,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEUROLAZ 600 MG COMP REC X 30,7795347938255,TIOCTICO AC 600 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NITEN  COMP X 30,7795350022514,LOSARTAN  50  MG ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OXA B12 I.M. INY AMP X  6,7795328053762,DICLOFENAC+VIT.,BETA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SPRAY X  40 ML,7791848055262,CLORHEXIDINA ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PROGEST 200 CAPS X 30,7796285271886,PROGESTERONA 200 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SEROQUEL XR 300 MG COMP X 30,7790375269265,QUETIAPINA 300 MG ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SUAVICORT CR   X 20 G,7795373001909,MOMETASONA ,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL 1 G  COMP X 24,7798140253334,PARACETAMOL 1000 ,GENOMMA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAXAGON AD 100 MG COMP X 30,7795326010859,TRAZODONE 100 MG ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRIM TIJERA P/BARBA BIGOTE,71603007178,null,DIST.R3,ACC.,2,"12.056,13","0,00","0,00","0,00","24.112,26","0,00"
,,,,,,,,,,,TRYPTALGIN 10 MG COMP X 30,7792234892379,AMITRIPTILINA 10 MG ,CRAVERI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VENTOLIN HFA AERO C/APL X200D,7798365531170,SALBUTAMOL 100 ,GLAXOSMITHKLI,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
